,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
263,30668637,15 GREEN VALLEY Drive #36,Kitchener,3,2/1,1977,,"1,274",$215.86,"$249,900","$275,000",07/07/2018,110.04,11
264,30669928,931 GLASGOW Street #5D,Kitchener,1,1/0,2011,,796,$345.48,"$264,900","$275,000",07/10/2018,103.81,7
265,30674708,240 Highland Crescent #22,Kitchener,2,2/0,1990,,"1,170",$235.04,"$299,000","$275,000",08/30/2018,91.97,15
266,30674853,20 ELLEN Street #203,Kitchener,2,1/0,1987,,"1,000",$275.00,"$275,000","$275,000",08/06/2018,100.00,12
267,30681629,81 Church Street #1501,Kitchener,3,1/1,1975,,"1,037",$265.19,"$274,900","$275,000",10/18/2018,100.04,27
268,30685720,20 Paulander Drive #15,Kitchener,3,1/1,,,"1,245",$220.88,"$275,000","$275,000",10/25/2018,100.00,9
269,30689213,3267 King Street #101,Kitchener,2,2/0,1991,,"1,182",$232.66,"$275,000","$275,000",10/16/2018,100.00,16
270,30696690,280 LESTER Street #815,Waterloo,1,1/0,,,549,$500.91,"$280,000","$275,000",11/21/2018,98.21,24
271,30669457,25 Thaler Avenue #Unit #7,Kitchener,3,1/1,1977,,"1,122",$245.19,"$240,000","$275,100",07/06/2018,114.63,11
272,30685041,1414 KING Street #709,Kitchener,2,1/0,1988,,"1,055",$260.76,"$279,900","$275,100",09/24/2018,98.29,14
273,30666522,211 VERONICA Drive #38,Kitchener,3,2/0,,,946,$291.75,"$289,900","$276,000",06/27/2018,95.21,14
274,30690550,3227 KING Street #911,Kitchener,2,2/0,1990,,"1,029",$268.22,"$279,900","$276,000",11/05/2018,98.61,33
275,30692537,211 Veronica Drive #50,Kitchener,2,2/0,1972,,937,$294.56,"$279,900","$276,000",10/26/2018,98.61,14
276,30670187,121 UNIVERSITY Avenue #40,Waterloo,4,2/1,1974,,"1,502",$184.09,"$279,900","$276,500",07/24/2018,98.79,17
277,30667223,280 LESTER Street #714,Waterloo,1,1/0,,,549,$504.55,"$279,900","$277,000",07/02/2018,98.96,43
278,30675842,423 Westwood Drive #47,Kitchener,3,1/1,1973,,"1,136",$243.97,"$269,900","$277,150",10/23/2018,102.69,13
279,30690815,211 VERONICA Drive #11,Kitchener,2,2/0,,,937,$296.69,"$285,000","$278,000",11/26/2018,97.54,53
280,30679596,274 Westcourt Place,Waterloo,3,1/0,,,"1,082",$257.86,"$284,900","$279,000",09/11/2018,97.93,27
281,30686716,265 WILLIAMSBURG Road #2,Kitchener,3,1/1,1988,,"1,132",$246.47,"$269,000","$279,000",09/26/2018,103.72,9
282,30687445,121 University Avenue #88,Waterloo,5,2/1,1974,,"1,502",$186.09,"$289,000","$279,500",11/28/2018,96.71,71
283,30659039,15 Prince Albert Boulevard #403,Kitchener,1,1/0,2017,,600,$466.67,"$280,900","$280,000",07/20/2018,99.68,63
284,30666925,931 Glasgow Street #4A,Kitchener,1,1/0,2011,,796,$351.76,"$264,900","$280,000",07/04/2018,105.70,2
